id,text,type,label,category
87,Final Notice: Your subscription to Netflix services expires today. Renew immediately: https://claim-reward-now.co,sms,1,smishing_sms
88,Subject: Refund Notification. You are eligible for a tax refund of $500. Click the secure link below to claim your funds: https://verify-account-update.com,email,1,phishing_email
89,Final Notice: Your subscription to Chase services expires today. Renew immediately: https://verify-account-update.com,sms,1,smishing_sms
90,Subject: Account Deactivation Warning. Your Wells Fargo account will be deactivated within 24 hours unless you confirm your billing details at http://bit.ly/secure-login-34,email,1,phishing_email
91,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Machine Learning codebase and database schema.",email,0,legit_email
92,"Dear customer, suspicious activity detected on PayPal profile. Confirm details here: http://bit.ly/secure-login-34",sms,1,smishing_sms
93,"Alert: A payment of ₦50,000 was charged to your account. If this wasn't you, call +15550192834",sms,1,smishing_sms
94,Subject: Invoice #70443 - Payment Failed. Your recent payment of 0.5 BTC for order #70443 could not be processed. Update your payment method here: http://track-package-delivery.info,email,1,phishing_email
95,Happy birthday John! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
96,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
97,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Software Engineering codebase and database schema.",email,0,legit_email
98,Subject: Schedule Update for Software Engineering. Please note that our next class session has been moved to 10 AM in Room 402.,email,0,legit_email
99,Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of $500 from your Chase account. Cancel this transaction: http://update-billing-support.net,email,1,phishing_email
100,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
101,"Subject: Consultation Hours. Hi Michael, I am available for project consultation during office hours on tomorrow morning. See you then.",email,0,legit_email
102,"Hey Michael, are we still meeting for study group at Friday afternoon?",sms,0,legit_sms
103,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
104,"Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of $5,000 from your Apple account. Cancel this transaction: https://secure-auth-portal.com",email,1,phishing_email
105,"Dear customer, suspicious activity detected on Access Bank profile. Confirm details here: http://track-package-delivery.info",sms,1,smishing_sms
106,"Win $5,000 weekly by participating in our quick customer feedback survey: http://verify-bank-details.net",sms,1,smishing_sms
107,Can you please send me the notes from yesterday's Database Design lecture?,sms,0,legit_sms
108,Your package shipment could not be completed due to incomplete address. Update here: http://bit.ly/secure-login-34,sms,1,smishing_sms
109,Subject: Invoice #42853 - Payment Failed. Your recent payment of $500 for order #42853 could not be processed. Update your payment method here: http://verify-bank-details.net,email,1,phishing_email
110,Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of $50 from your Chase account. Cancel this transaction: https://verify-account-update.com,email,1,phishing_email
111,"Congratulations! You have been selected to win $10,000. Claim your prize now: http://track-package-delivery.info",sms,1,smishing_sms
112,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Computer Science 101 codebase and database schema.",email,0,legit_email
113,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
114,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the SIWES Report codebase and database schema.",email,0,legit_email
115,"Dear customer, suspicious activity detected on Netflix profile. Confirm details here: https://secure-auth-portal.com",sms,1,smishing_sms
116,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
117,"Subject: Urgent Security Notice from Bank of America Security Team. Dear User, we noticed unusual login attempts on your account. Please verify your credentials immediately to prevent permanent suspension: https://claim-reward-now.co",email,1,phishing_email
118,Win $500 weekly by participating in our quick customer feedback survey: http://verify-bank-details.net,sms,1,smishing_sms
119,Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of $50 from your Apple account. Cancel this transaction: https://verify-account-update.com,email,1,phishing_email
120,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Software Engineering codebase and database schema.",email,0,legit_email
121,Subject: Schedule Update for SIWES Report. Please note that our next class session has been moved to Friday afternoon in Room 402.,email,0,legit_email
122,"Subject: Urgent Security Notice from Netflix Security Team. Dear User, we noticed unusual login attempts on your account. Please verify your credentials immediately to prevent permanent suspension: https://verify-account-update.com",email,1,phishing_email
123,URGENT: Your Wells Fargo account is temporarily locked. Verify your identity immediately at https://verify-account-update.com,sms,1,smishing_sms
124,Reminder: Team sync is scheduled for 4:30 PM.,sms,0,legit_sms
125,Reminder: Team sync is scheduled for 2 PM.,sms,0,legit_sms
126,Subject: Job Offer - Work from Home! Earn up to $500 weekly working flexible hours. No experience needed. Contact our recruiter via WhatsApp: +18005550199,email,1,phishing_email
127,Security Alert: Someone tried logging into your Netflix account from a new device. Secure it: http://verify-bank-details.net,sms,1,smishing_sms
128,Your Amazon debit card has been blocked. Call customer service at +2349033344455 to reactivate.,sms,1,smishing_sms
129,Your Wells Fargo debit card has been blocked. Call customer service at +2349033344455 to reactivate.,sms,1,smishing_sms
130,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Database Design codebase and database schema.",email,0,legit_email
131,Subject: Refund Notification. You are eligible for a tax refund of 0.5 BTC. Click the secure link below to claim your funds: http://track-package-delivery.info,email,1,phishing_email
132,"Subject: Invoice #74764 - Payment Failed. Your recent payment of ₦50,000 for order #74764 could not be processed. Update your payment method here: https://verify-account-update.com",email,1,phishing_email
133,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
134,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
135,URGENT: Your GTBank account is temporarily locked. Verify your identity immediately at http://verify-bank-details.net,sms,1,smishing_sms
136,Reminder: Team sync is scheduled for tomorrow morning.,sms,0,legit_sms
137,URGENT: Your Apple account is temporarily locked. Verify your identity immediately at http://bit.ly/secure-login-34,sms,1,smishing_sms
138,Reminder: Team sync is scheduled for next Monday.,sms,0,legit_sms
139,"Subject: Project Sync Minutes - Machine Learning. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
140,"Subject: Project Sync Minutes - Machine Learning. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
141,"Subject: Job Offer - Work from Home! Earn up to ₦50,000 weekly working flexible hours. No experience needed. Contact our recruiter via WhatsApp: +447911123456",email,1,phishing_email
142,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the SIWES Report codebase and database schema.",email,0,legit_email
143,Subject: Invoice #88282 - Payment Failed. Your recent payment of $500 for order #88282 could not be processed. Update your payment method here: http://update-billing-support.net,email,1,phishing_email
144,"Congratulations! You have been selected to win ₦50,000. Claim your prize now: http://verify-bank-details.net",sms,1,smishing_sms
145,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the SIWES Report codebase and database schema.",email,0,legit_email
146,"Hey, let me know when you get home safely.",sms,0,legit_sms
147,Subject: Schedule Update for Software Engineering. Please note that our next class session has been moved to tomorrow morning in Room 402.,email,0,legit_email
148,"Subject: Project Sync Minutes - SIWES Report. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
149,Win $500 weekly by participating in our quick customer feedback survey: http://update-billing-support.net,sms,1,smishing_sms
150,"Subject: Urgent Security Notice from First Bank Security Team. Dear User, we noticed unusual login attempts on your account. Please verify your credentials immediately to prevent permanent suspension: http://verify-bank-details.net",email,1,phishing_email
151,"Subject: Job Offer - Work from Home! Earn up to $5,000 weekly working flexible hours. No experience needed. Contact our recruiter via WhatsApp: +2348012345678",email,1,phishing_email
152,Subject: Account Deactivation Warning. Your Amazon account will be deactivated within 24 hours unless you confirm your billing details at https://claim-reward-now.co,email,1,phishing_email
153,Subject: Job Offer - Work from Home! Earn up to $50 weekly working flexible hours. No experience needed. Contact our recruiter via WhatsApp: +2349033344455,email,1,phishing_email
154,"Subject: Project Sync Minutes - Machine Learning. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
155,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
156,URGENT: Your GTBank account is temporarily locked. Verify your identity immediately at http://track-package-delivery.info,sms,1,smishing_sms
157,"Subject: Urgent Security Notice from Apple Security Team. Dear User, we noticed unusual login attempts on your account. Please verify your credentials immediately to prevent permanent suspension: http://bit.ly/secure-login-34",email,1,phishing_email
158,Happy birthday Tunde! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
159,"Subject: Consultation Hours. Hi Tunde, I am available for project consultation during office hours on next Monday. See you then.",email,0,legit_email
160,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
161,"Dear customer, suspicious activity detected on GTBank profile. Confirm details here: https://secure-auth-portal.com",sms,1,smishing_sms
162,"Hey, let me know when you get home safely.",sms,0,legit_sms
163,Reminder: Team sync is scheduled for 2 PM.,sms,0,legit_sms
164,"Hey, let me know when you get home safely.",sms,0,legit_sms
165,"Subject: Refund Notification. You are eligible for a tax refund of $1,250. Click the secure link below to claim your funds: https://claim-reward-now.co",email,1,phishing_email
166,Reminder: Team sync is scheduled for 4:30 PM.,sms,0,legit_sms
167,"Subject: Invoice #55537 - Payment Failed. Your recent payment of ₦200,000 for order #55537 could not be processed. Update your payment method here: https://claim-reward-now.co",email,1,phishing_email
168,Subject: Schedule Update for Database Design. Please note that our next class session has been moved to 2 PM in Room 402.,email,0,legit_email
169,"Subject: Project Sync Minutes - Final Year Project. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
170,"Subject: Consultation Hours. Hi Grace, I am available for project consultation during office hours on tomorrow morning. See you then.",email,0,legit_email
171,"Subject: Consultation Hours. Hi Charlie, I am available for project consultation during office hours on 10 AM. See you then.",email,0,legit_email
172,"Subject: Assignment Submission: Software Engineering. Dear Professor, attached is my completed assignment for Software Engineering. Please confirm receipt. Best regards, Emmanuel",email,0,legit_email
173,"Alert: A payment of ₦50,000 was charged to your account. If this wasn't you, call +18005550199",sms,1,smishing_sms
174,URGENT: Your Bank of America account is temporarily locked. Verify your identity immediately at http://bit.ly/secure-login-34,sms,1,smishing_sms
175,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Software Engineering codebase and database schema.",email,0,legit_email
176,"Subject: Invoice #50970 - Payment Failed. Your recent payment of ₦200,000 for order #50970 could not be processed. Update your payment method here: https://claim-reward-now.co",email,1,phishing_email
177,"Hey, let me know when you get home safely.",sms,0,legit_sms
178,"Congratulations! You have been selected to win $5,000. Claim your prize now: http://bit.ly/secure-login-34",sms,1,smishing_sms
179,"Congratulations! You have been selected to win ₦200,000. Claim your prize now: http://track-package-delivery.info",sms,1,smishing_sms
180,Your package shipment could not be completed due to incomplete address. Update here: http://update-billing-support.net,sms,1,smishing_sms
181,Reminder: Team sync is scheduled for Friday afternoon.,sms,0,legit_sms
182,Win 0.5 BTC weekly by participating in our quick customer feedback survey: http://track-package-delivery.info,sms,1,smishing_sms
183,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
184,Your package shipment could not be completed due to incomplete address. Update here: http://track-package-delivery.info,sms,1,smishing_sms
185,Can you please send me the notes from yesterday's SIWES Report lecture?,sms,0,legit_sms
186,Reminder: Team sync is scheduled for 4:30 PM.,sms,0,legit_sms
187,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Final Year Project codebase and database schema.",email,0,legit_email
188,"Subject: Assignment Submission: Computer Science 101. Dear Professor, attached is my completed assignment for Computer Science 101. Please confirm receipt. Best regards, Charlie",email,0,legit_email
189,"Subject: Urgent Security Notice from Apple Security Team. Dear User, we noticed unusual login attempts on your account. Please verify your credentials immediately to prevent permanent suspension: http://update-billing-support.net",email,1,phishing_email
190,Congratulations! You have been selected to win $50. Claim your prize now: https://verify-account-update.com,sms,1,smishing_sms
191,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Database Design codebase and database schema.",email,0,legit_email
192,"Alert: A payment of ₦200,000 was charged to your account. If this wasn't you, call +2348012345678",sms,1,smishing_sms
193,Security Alert: Someone tried logging into your PayPal account from a new device. Secure it: https://claim-reward-now.co,sms,1,smishing_sms
194,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
195,Subject: Refund Notification. You are eligible for a tax refund of $500. Click the secure link below to claim your funds: https://verify-account-update.com,email,1,phishing_email
196,Subject: Account Deactivation Warning. Your GTBank account will be deactivated within 24 hours unless you confirm your billing details at https://secure-auth-portal.com,email,1,phishing_email
197,"Hey, let me know when you get home safely.",sms,0,legit_sms
198,Subject: Invoice #47941 - Payment Failed. Your recent payment of $500 for order #47941 could not be processed. Update your payment method here: http://verify-bank-details.net,email,1,phishing_email
199,Subject: Job Offer - Work from Home! Earn up to $50 weekly working flexible hours. No experience needed. Contact our recruiter via WhatsApp: +18005550199,email,1,phishing_email
200,Security Alert: Someone tried logging into your Apple account from a new device. Secure it: http://update-billing-support.net,sms,1,smishing_sms
201,URGENT: Your GTBank account is temporarily locked. Verify your identity immediately at http://verify-bank-details.net,sms,1,smishing_sms
202,"Win ₦200,000 weekly by participating in our quick customer feedback survey: https://verify-account-update.com",sms,1,smishing_sms
203,Subject: Schedule Update for Machine Learning. Please note that our next class session has been moved to 4:30 PM in Room 402.,email,0,legit_email
204,Subject: Account Deactivation Warning. Your First Bank account will be deactivated within 24 hours unless you confirm your billing details at https://verify-account-update.com,email,1,phishing_email
205,Subject: Invoice #80453 - Payment Failed. Your recent payment of $50 for order #80453 could not be processed. Update your payment method here: https://verify-account-update.com,email,1,phishing_email
206,"Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of ₦200,000 from your Amazon account. Cancel this transaction: http://verify-bank-details.net",email,1,phishing_email
207,"Subject: Refund Notification. You are eligible for a tax refund of ₦50,000. Click the secure link below to claim your funds: https://verify-account-update.com",email,1,phishing_email
208,"Subject: Project Sync Minutes - SIWES Report. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
209,Subject: Schedule Update for Computer Science 101. Please note that our next class session has been moved to 10 AM in Room 402.,email,0,legit_email
210,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
211,Subject: Schedule Update for Final Year Project. Please note that our next class session has been moved to Friday afternoon in Room 402.,email,0,legit_email
212,"Congratulations! You have been selected to win ₦50,000. Claim your prize now: https://claim-reward-now.co",sms,1,smishing_sms
213,Reminder: Team sync is scheduled for tomorrow morning.,sms,0,legit_sms
214,Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of 0.5 BTC from your PayPal account. Cancel this transaction: http://track-package-delivery.info,email,1,phishing_email
215,Your package shipment could not be completed due to incomplete address. Update here: https://claim-reward-now.co,sms,1,smishing_sms
216,Your Amazon debit card has been blocked. Call customer service at +447911123456 to reactivate.,sms,1,smishing_sms
217,Happy birthday John! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
218,"Subject: Consultation Hours. Hi Charlie, I am available for project consultation during office hours on next Monday. See you then.",email,0,legit_email
219,Your package shipment could not be completed due to incomplete address. Update here: http://verify-bank-details.net,sms,1,smishing_sms
220,"Subject: Assignment Submission: Final Year Project. Dear Professor, attached is my completed assignment for Final Year Project. Please confirm receipt. Best regards, Michael",email,0,legit_email
221,"Subject: Consultation Hours. Hi David, I am available for project consultation during office hours on Friday afternoon. See you then.",email,0,legit_email
222,"Subject: Assignment Submission: Machine Learning. Dear Professor, attached is my completed assignment for Machine Learning. Please confirm receipt. Best regards, David",email,0,legit_email
223,Subject: Account Deactivation Warning. Your Access Bank account will be deactivated within 24 hours unless you confirm your billing details at http://track-package-delivery.info,email,1,phishing_email
224,Happy birthday Chioma! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
225,"Hey Alice, are we still meeting for study group at 10 AM?",sms,0,legit_sms
226,Can you please send me the notes from yesterday's Final Year Project lecture?,sms,0,legit_sms
227,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
228,Security Alert: Someone tried logging into your Chase account from a new device. Secure it: http://track-package-delivery.info,sms,1,smishing_sms
229,"Subject: Critical Alert: Unauthorized Transaction. We detected a transfer of ₦200,000 from your Wells Fargo account. Cancel this transaction: http://bit.ly/secure-login-34",email,1,phishing_email
230,"Hey Alice, are we still meeting for lunch at 10 AM?",sms,0,legit_sms
231,Security Alert: Someone tried logging into your PayPal account from a new device. Secure it: http://verify-bank-details.net,sms,1,smishing_sms
232,Happy birthday Michael! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
233,URGENT: Your Bank of America account is temporarily locked. Verify your identity immediately at https://claim-reward-now.co,sms,1,smishing_sms
234,Subject: Account Deactivation Warning. Your PayPal account will be deactivated within 24 hours unless you confirm your billing details at https://secure-auth-portal.com,email,1,phishing_email
235,"Hey Charlie, are we still meeting for study group at 2 PM?",sms,0,legit_sms
236,"Subject: Project Sync Minutes - Final Year Project. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
237,"Dear customer, suspicious activity detected on Netflix profile. Confirm details here: https://secure-auth-portal.com",sms,1,smishing_sms
238,"Hey David, are we still meeting for study group at 10 AM?",sms,0,legit_sms
239,"Subject: Project Sync Minutes - SIWES Report. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
240,Subject: Schedule Update for Software Engineering. Please note that our next class session has been moved to 4:30 PM in Room 402.,email,0,legit_email
241,"Subject: Invoice #82642 - Payment Failed. Your recent payment of $5,000 for order #82642 could not be processed. Update your payment method here: https://claim-reward-now.co",email,1,phishing_email
242,"Subject: Consultation Hours. Hi Bob, I am available for project consultation during office hours on 10 AM. See you then.",email,0,legit_email
243,"Subject: Assignment Submission: Database Design. Dear Professor, attached is my completed assignment for Database Design. Please confirm receipt. Best regards, Michael",email,0,legit_email
244,Happy birthday Damilare! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
245,"Subject: Project Sync Minutes - Software Engineering. Hi team, thanks for joining the call today. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
246,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
247,Subject: Schedule Update for SIWES Report. Please note that our next class session has been moved to 4:30 PM in Room 402.,email,0,legit_email
