id,text,type,label,category
35,"Subject: Assignment Submission: SIWES Report. Dear Professor, attached is my completed assignment for SIWES Report. Please confirm receipt. Best regards, Tunde",email,0,legit_email
36,"Subject: Project Sync Minutes - Machine Learning. Hi team, thanks for joining the call today. We discussed progress on MySQL database schema optimization. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
37,"Hey, let me know when you get home safely.",sms,0,legit_sms
38,"Subject: Project Sync Minutes - Database Design. Hi team, thanks for joining the call today. We discussed progress on UI wireframes review. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
39,Happy birthday Chioma! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
40,Great presentation today! Really appreciated your insights on deployment pipeline setup.,sms,0,legit_sms
41,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
42,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Machine Learning codebase and React frontend components.",email,0,legit_email
43,Great presentation today! Really appreciated your insights on deployment pipeline setup.,sms,0,legit_sms
44,"Hey Alice, are we still meeting for code review at 4:30 PM?",sms,0,legit_sms
45,Great presentation today! Really appreciated your insights on Python bug fixes.,sms,0,legit_sms
46,"Subject: Project Sync Minutes - Software Engineering. Hi team, thanks for joining the call today. We discussed progress on API endpoint integration. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
47,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the SIWES Report codebase and deployment pipeline setup.",email,0,legit_email
48,"Subject: Collaboration Request for SIWES Report Project. Hi Zainab, I saw your repository on GitHub and would love to collaborate on the React frontend components implementation.",email,0,legit_email
49,"Hey Tunde, are we still meeting for code review at 3:15 PM?",sms,0,legit_sms
50,"Subject: Meeting Agenda: team brainstorming. Dear all, please find attached the agenda for our upcoming team brainstorming scheduled for next Monday at library conference room.",email,0,legit_email
51,"Hey, let me know when you get home safely.",sms,0,legit_sms
52,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Network Security codebase and MySQL database schema optimization.",email,0,legit_email
53,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Computer Science 101 codebase and Python bug fixes.",email,0,legit_email
54,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
55,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Network Security codebase and UI wireframes review.",email,0,legit_email
56,"Subject: Collaboration Request for Machine Learning Project. Hi Ibrahim, I saw your repository on GitHub and would love to collaborate on the deployment pipeline setup implementation.",email,0,legit_email
57,Great presentation today! Really appreciated your insights on deployment pipeline setup.,sms,0,legit_sms
58,"Subject: Consultation Hours. Hi Ibrahim, I am available for project consultation during office hours on 4:30 PM. See you then.",email,0,legit_email
59,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Machine Learning codebase and API endpoint integration.",email,0,legit_email
60,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
61,Great presentation today! Really appreciated your insights on React frontend components.,sms,0,legit_sms
62,"Subject: Project Sync Minutes - Database Design. Hi team, thanks for joining the call today. We discussed progress on API endpoint integration. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
63,"Subject: Meeting Agenda: dinner. Dear all, please find attached the agenda for our upcoming dinner scheduled for next Monday at online via Google Meet.",email,0,legit_email
64,"Subject: Assignment Submission: Network Security. Dear Professor, attached is my completed assignment for Network Security. Please confirm receipt. Best regards, Ibrahim",email,0,legit_email
65,"Subject: Assignment Submission: Network Security. Dear Professor, attached is my completed assignment for Network Security. Please confirm receipt. Best regards, Fatima",email,0,legit_email
66,"Hi Chinedu, did you push the latest commit for the Algorithms and Data Structures repository?",sms,0,legit_sms
67,"Hi Emmanuel, did you push the latest commit for the Network Security repository?",sms,0,legit_sms
68,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the SIWES Report codebase and MySQL database schema optimization.",email,0,legit_email
69,Great presentation today! Really appreciated your insights on API endpoint integration.,sms,0,legit_sms
70,"Subject: Consultation Hours. Hi Charlie, I am available for project consultation during office hours on 3:15 PM. See you then.",email,0,legit_email
71,"Hey Sarah, are we still meeting for dinner at 3:15 PM?",sms,0,legit_sms
72,"Hey Chioma, are we still meeting for meeting at 3:15 PM?",sms,0,legit_sms
73,"Subject: Feedback on your pull request. Hi Michael, I reviewed your changes regarding Python bug fixes. Looks great overall, just left a few minor comments.",email,0,legit_email
74,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
75,"Subject: Meeting Agenda: the project sync. Dear all, please find attached the agenda for our upcoming the project sync scheduled for 3:15 PM at cafeteria.",email,0,legit_email
76,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Algorithms and Data Structures codebase and MySQL database schema optimization.",email,0,legit_email
77,Reminder: Team sync is scheduled for tomorrow morning at online via Google Meet.,sms,0,legit_sms
78,"Subject: Collaboration Request for Computer Science 101 Project. Hi Michael, I saw your repository on GitHub and would love to collaborate on the React frontend components implementation.",email,0,legit_email
79,Subject: Schedule Update for Database Design. Please note that our next class session has been moved to this evening in cafeteria.,email,0,legit_email
80,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
81,"Subject: Project Sync Minutes - Web Development. Hi team, thanks for joining the call today. We discussed progress on deployment pipeline setup. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
82,"Subject: Consultation Hours. Hi David, I am available for project consultation during office hours on tomorrow morning. See you then.",email,0,legit_email
83,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
84,Can you please send me the notes from yesterday's Software Engineering lecture?,sms,0,legit_sms
85,"Hey, let's grab some coffee around this evening before our next class.",sms,0,legit_sms
86,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
87,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
88,Reminder: Team sync is scheduled for 10 AM at the main auditorium.,sms,0,legit_sms
89,"Subject: Assignment Submission: Network Security. Dear Professor, attached is my completed assignment for Network Security. Please confirm receipt. Best regards, Michael",email,0,legit_email
90,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
91,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
92,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
93,"Hey, let me know when you get home safely.",sms,0,legit_sms
94,"Subject: Consultation Hours. Hi Sarah, I am available for project consultation during office hours on 10 AM. See you then.",email,0,legit_email
95,"Subject: Consultation Hours. Hi Grace, I am available for project consultation during office hours on Friday afternoon. See you then.",email,0,legit_email
96,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Final Year Project codebase and deployment pipeline setup.",email,0,legit_email
97,Can you please send me the notes from yesterday's Algorithms and Data Structures lecture?,sms,0,legit_sms
98,Happy birthday Bob! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
99,Can you please send me the notes from yesterday's Final Year Project lecture?,sms,0,legit_sms
100,"Subject: Meeting Agenda: weekly standup. Dear all, please find attached the agenda for our upcoming weekly standup scheduled for 3:15 PM at library conference room.",email,0,legit_email
101,Reminder: Team sync is scheduled for tomorrow morning at cafeteria.,sms,0,legit_sms
102,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
103,"Subject: Project Sync Minutes - Final Year Project. Hi team, thanks for joining the call today. We discussed progress on Python bug fixes. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
104,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
105,"Subject: Meeting Agenda: weekly standup. Dear all, please find attached the agenda for our upcoming weekly standup scheduled for next Monday at cafeteria.",email,0,legit_email
106,"Subject: Project Sync Minutes - Algorithms and Data Structures. Hi team, thanks for joining the call today. We discussed progress on Python bug fixes. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
107,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
108,"Subject: Project Sync Minutes - Computer Science 101. Hi team, thanks for joining the call today. We discussed progress on Python bug fixes. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
109,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Network Security codebase and deployment pipeline setup.",email,0,legit_email
110,Happy birthday Ibrahim! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
111,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
112,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
113,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
114,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
115,"Hey Sarah, are we still meeting for meeting at Thursday at noon?",sms,0,legit_sms
116,Can you please send me the notes from yesterday's Software Engineering lecture?,sms,0,legit_sms
117,"Subject: Meeting Agenda: coffee. Dear all, please find attached the agenda for our upcoming coffee scheduled for tomorrow morning at online via Google Meet.",email,0,legit_email
118,"Subject: Feedback on your pull request. Hi Grace, I reviewed your changes regarding API endpoint integration. Looks great overall, just left a few minor comments.",email,0,legit_email
119,"Subject: Feedback on your pull request. Hi Zainab, I reviewed your changes regarding UI wireframes review. Looks great overall, just left a few minor comments.",email,0,legit_email
120,"Subject: Assignment Submission: Network Security. Dear Professor, attached is my completed assignment for Network Security. Please confirm receipt. Best regards, Emmanuel",email,0,legit_email
121,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
122,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
123,"Subject: Consultation Hours. Hi Amina, I am available for project consultation during office hours on 3:15 PM. See you then.",email,0,legit_email
124,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
125,Can you please send me the notes from yesterday's Algorithms and Data Structures lecture?,sms,0,legit_sms
126,"Subject: Meeting Agenda: the project sync. Dear all, please find attached the agenda for our upcoming the project sync scheduled for this evening at the main auditorium.",email,0,legit_email
127,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
128,Great presentation today! Really appreciated your insights on deployment pipeline setup.,sms,0,legit_sms
129,"Hey, let me know when you get home safely.",sms,0,legit_sms
130,"Hey Bob, are we still meeting for code review at 2 PM?",sms,0,legit_sms
131,Happy birthday Michael! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
132,"Subject: Meeting Agenda: team brainstorming. Dear all, please find attached the agenda for our upcoming team brainstorming scheduled for 4:30 PM at online via Google Meet.",email,0,legit_email
133,"Hi Emmanuel, did you push the latest commit for the Final Year Project repository?",sms,0,legit_sms
134,"Subject: Assignment Submission: Web Development. Dear Professor, attached is my completed assignment for Web Development. Please confirm receipt. Best regards, Fatima",email,0,legit_email
135,Reminder: Team sync is scheduled for this evening at Lab 3.,sms,0,legit_sms
136,"Hey, let's grab some coffee around 2 PM before our next class.",sms,0,legit_sms
137,"Subject: Feedback on your pull request. Hi Grace, I reviewed your changes regarding deployment pipeline setup. Looks great overall, just left a few minor comments.",email,0,legit_email
138,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
139,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
140,"Subject: Consultation Hours. Hi Damilare, I am available for project consultation during office hours on Friday afternoon. See you then.",email,0,legit_email
141,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Database Design codebase and API endpoint integration.",email,0,legit_email
142,"Subject: Consultation Hours. Hi Amina, I am available for project consultation during office hours on Friday afternoon. See you then.",email,0,legit_email
143,Great presentation today! Really appreciated your insights on UI wireframes review.,sms,0,legit_sms
144,Can you please send me the notes from yesterday's Network Security lecture?,sms,0,legit_sms
145,"Subject: Assignment Submission: Database Design. Dear Professor, attached is my completed assignment for Database Design. Please confirm receipt. Best regards, Fatima",email,0,legit_email
146,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the SIWES Report codebase and UI wireframes review.",email,0,legit_email
147,"Hi Chioma, did you push the latest commit for the Software Engineering repository?",sms,0,legit_sms
148,"Subject: Feedback on your pull request. Hi Ibrahim, I reviewed your changes regarding React frontend components. Looks great overall, just left a few minor comments.",email,0,legit_email
149,"Hey, let me know when you get home safely.",sms,0,legit_sms
150,"Subject: Meeting Agenda: coffee. Dear all, please find attached the agenda for our upcoming coffee scheduled for tomorrow morning at online via Google Meet.",email,0,legit_email
151,"Subject: Project Sync Minutes - Software Engineering. Hi team, thanks for joining the call today. We discussed progress on UI wireframes review. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
152,"Subject: Consultation Hours. Hi Sarah, I am available for project consultation during office hours on Friday afternoon. See you then.",email,0,legit_email
153,Happy birthday Damilare! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
154,Subject: Schedule Update for Machine Learning. Please note that our next class session has been moved to next Monday in cafeteria.,email,0,legit_email
155,"Hey Damilare, are we still meeting for dinner at Thursday at noon?",sms,0,legit_sms
156,"Hi Chioma, did you push the latest commit for the Algorithms and Data Structures repository?",sms,0,legit_sms
157,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Algorithms and Data Structures codebase and API endpoint integration.",email,0,legit_email
158,"Subject: Feedback on your pull request. Hi Fatima, I reviewed your changes regarding UI wireframes review. Looks great overall, just left a few minor comments.",email,0,legit_email
159,Subject: Schedule Update for Machine Learning. Please note that our next class session has been moved to Thursday at noon in the main auditorium.,email,0,legit_email
160,"Hi Chinedu, did you push the latest commit for the Database Design repository?",sms,0,legit_sms
161,"Subject: Meeting Agenda: coffee. Dear all, please find attached the agenda for our upcoming coffee scheduled for 3:15 PM at Lab 3.",email,0,legit_email
162,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
163,Happy birthday Oluwaseun! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
164,"Subject: Collaboration Request for Network Security Project. Hi Damilare, I saw your repository on GitHub and would love to collaborate on the UI wireframes review implementation.",email,0,legit_email
165,"Subject: Meeting Agenda: dinner. Dear all, please find attached the agenda for our upcoming dinner scheduled for 2 PM at library conference room.",email,0,legit_email
166,Can you please send me the notes from yesterday's Algorithms and Data Structures lecture?,sms,0,legit_sms
167,Great presentation today! Really appreciated your insights on API endpoint integration.,sms,0,legit_sms
168,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Final Year Project codebase and MySQL database schema optimization.",email,0,legit_email
169,Subject: Schedule Update for Database Design. Please note that our next class session has been moved to 3:15 PM in online via Google Meet.,email,0,legit_email
170,"Subject: Assignment Submission: Web Development. Dear Professor, attached is my completed assignment for Web Development. Please confirm receipt. Best regards, Chinedu",email,0,legit_email
171,"Subject: Collaboration Request for Computer Science 101 Project. Hi Grace, I saw your repository on GitHub and would love to collaborate on the React frontend components implementation.",email,0,legit_email
172,"Subject: Assignment Submission: Algorithms and Data Structures. Dear Professor, attached is my completed assignment for Algorithms and Data Structures. Please confirm receipt. Best regards, Emmanuel",email,0,legit_email
173,Reminder: Team sync is scheduled for tomorrow morning at the student union building.,sms,0,legit_sms
174,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
175,"Subject: Project Sync Minutes - Software Engineering. Hi team, thanks for joining the call today. We discussed progress on MySQL database schema optimization. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
176,Can you please send me the notes from yesterday's Software Engineering lecture?,sms,0,legit_sms
177,"Subject: Collaboration Request for Web Development Project. Hi Charlie, I saw your repository on GitHub and would love to collaborate on the Python bug fixes implementation.",email,0,legit_email
178,"Subject: Collaboration Request for Web Development Project. Hi Ibrahim, I saw your repository on GitHub and would love to collaborate on the MySQL database schema optimization implementation.",email,0,legit_email
179,"Hey John, are we still meeting for study group at this evening?",sms,0,legit_sms
180,"Subject: Consultation Hours. Hi Ibrahim, I am available for project consultation during office hours on 3:15 PM. See you then.",email,0,legit_email
181,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
182,"Subject: Consultation Hours. Hi Chioma, I am available for project consultation during office hours on 4:30 PM. See you then.",email,0,legit_email
183,"Hey, let me know when you get home safely.",sms,0,legit_sms
184,"Hi Fatima, did you push the latest commit for the Machine Learning repository?",sms,0,legit_sms
185,"Subject: Feedback on your pull request. Hi Fatima, I reviewed your changes regarding MySQL database schema optimization. Looks great overall, just left a few minor comments.",email,0,legit_email
186,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Computer Science 101 codebase and MySQL database schema optimization.",email,0,legit_email
187,"Subject: Assignment Submission: Network Security. Dear Professor, attached is my completed assignment for Network Security. Please confirm receipt. Best regards, Chinedu",email,0,legit_email
188,"Hey, let's grab some coffee around this evening before our next class.",sms,0,legit_sms
189,Can you please send me the notes from yesterday's Software Engineering lecture?,sms,0,legit_sms
190,"Hi Chinedu, did you push the latest commit for the Machine Learning repository?",sms,0,legit_sms
191,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
192,"Subject: Meeting Agenda: meeting. Dear all, please find attached the agenda for our upcoming meeting scheduled for 4:30 PM at the main auditorium.",email,0,legit_email
193,"Subject: Collaboration Request for Database Design Project. Hi Grace, I saw your repository on GitHub and would love to collaborate on the MySQL database schema optimization implementation.",email,0,legit_email
194,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
195,Great presentation today! Really appreciated your insights on React frontend components.,sms,0,legit_sms
196,"Hi Sarah, did you push the latest commit for the Software Engineering repository?",sms,0,legit_sms
197,"Subject: Project Sync Minutes - Web Development. Hi team, thanks for joining the call today. We discussed progress on React frontend components. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
198,Subject: Schedule Update for Machine Learning. Please note that our next class session has been moved to 3:15 PM in online via Google Meet.,email,0,legit_email
199,"Subject: Feedback on your pull request. Hi Grace, I reviewed your changes regarding React frontend components. Looks great overall, just left a few minor comments.",email,0,legit_email
200,"Hey, let me know when you get home safely.",sms,0,legit_sms
201,Happy birthday Sarah! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
202,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
203,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Web Development codebase and Python bug fixes.",email,0,legit_email
204,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
205,"Subject: Meeting Agenda: code review. Dear all, please find attached the agenda for our upcoming code review scheduled for next Monday at the student union building.",email,0,legit_email
206,Happy birthday Damilare! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
207,"Hi Alice, did you push the latest commit for the Final Year Project repository?",sms,0,legit_sms
208,Can you please send me the notes from yesterday's Database Design lecture?,sms,0,legit_sms
209,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
210,"Subject: Consultation Hours. Hi Damilare, I am available for project consultation during office hours on 3:15 PM. See you then.",email,0,legit_email
211,"Subject: Meeting Agenda: the project sync. Dear all, please find attached the agenda for our upcoming the project sync scheduled for Thursday at noon at the main auditorium.",email,0,legit_email
212,"Subject: Meeting Agenda: lunch. Dear all, please find attached the agenda for our upcoming lunch scheduled for 3:15 PM at online via Google Meet.",email,0,legit_email
213,"Subject: Collaboration Request for Database Design Project. Hi Charlie, I saw your repository on GitHub and would love to collaborate on the UI wireframes review implementation.",email,0,legit_email
214,Happy birthday Bob! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
215,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
216,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Computer Science 101 codebase and MySQL database schema optimization.",email,0,legit_email
217,Great presentation today! Really appreciated your insights on MySQL database schema optimization.,sms,0,legit_sms
218,"Subject: Collaboration Request for Web Development Project. Hi Emmanuel, I saw your repository on GitHub and would love to collaborate on the API endpoint integration implementation.",email,0,legit_email
219,Good morning! Let me know when you are ready to review the code.,sms,0,legit_sms
220,Can you please send me the notes from yesterday's Software Engineering lecture?,sms,0,legit_sms
221,Can you please send me the notes from yesterday's Final Year Project lecture?,sms,0,legit_sms
222,Happy birthday Fatima! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
223,Reminder: Team sync is scheduled for 3:15 PM at online via Google Meet.,sms,0,legit_sms
224,"Subject: Project Sync Minutes - Computer Science 101. Hi team, thanks for joining the call today. We discussed progress on React frontend components. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
225,"Subject: Collaboration Request for Software Engineering Project. Hi Chioma, I saw your repository on GitHub and would love to collaborate on the deployment pipeline setup implementation.",email,0,legit_email
226,Don't forget to submit your assignment before the midnight deadline.,sms,0,legit_sms
227,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
228,Great presentation today! Really appreciated your insights on MySQL database schema optimization.,sms,0,legit_sms
229,"Hey, let me know when you get home safely.",sms,0,legit_sms
230,Happy birthday Fatima! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
231,Reminder: Team sync is scheduled for Friday afternoon at the student union building.,sms,0,legit_sms
232,Subject: Schedule Update for Machine Learning. Please note that our next class session has been moved to 2 PM in the main auditorium.,email,0,legit_email
233,"Hi Zainab, did you push the latest commit for the Database Design repository?",sms,0,legit_sms
234,Great presentation today! Really appreciated your insights on MySQL database schema optimization.,sms,0,legit_sms
235,"Subject: Feedback on your pull request. Hi Fatima, I reviewed your changes regarding UI wireframes review. Looks great overall, just left a few minor comments.",email,0,legit_email
236,Subject: Schedule Update for Database Design. Please note that our next class session has been moved to 2 PM in cafeteria.,email,0,legit_email
237,Happy birthday Tunde! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
238,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Software Engineering codebase and deployment pipeline setup.",email,0,legit_email
239,Subject: Schedule Update for Computer Science 101. Please note that our next class session has been moved to Friday afternoon in the student union building.,email,0,legit_email
240,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Computer Science 101 codebase and API endpoint integration.",email,0,legit_email
241,"Please check your Slack when you have a moment, I shared the updated documentation.",sms,0,legit_sms
242,"Subject: Project Sync Minutes - Algorithms and Data Structures. Hi team, thanks for joining the call today. We discussed progress on API endpoint integration. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
243,"Hey, let's grab some coffee around Friday afternoon before our next class.",sms,0,legit_sms
244,Great presentation today! Really appreciated your insights on API endpoint integration.,sms,0,legit_sms
245,"Hi Michael, did you push the latest commit for the Computer Science 101 repository?",sms,0,legit_sms
246,"Hey, let me know when you get home safely.",sms,0,legit_sms
247,"Hi Grace, did you push the latest commit for the Database Design repository?",sms,0,legit_sms
248,"Hey, let me know when you get home safely.",sms,0,legit_sms
249,"Hey, let's grab some coffee around Thursday at noon before our next class.",sms,0,legit_sms
250,"Subject: Weekly Status Report. Hello, here is my progress update for this week on the Computer Science 101 codebase and API endpoint integration.",email,0,legit_email
251,"Subject: Collaboration Request for Web Development Project. Hi Zainab, I saw your repository on GitHub and would love to collaborate on the UI wireframes review implementation.",email,0,legit_email
252,"Hey, let's grab some coffee around tomorrow morning before our next class.",sms,0,legit_sms
253,Happy birthday Sarah! Wishing you a wonderful and blessed year ahead.,sms,0,legit_sms
254,"Subject: Project Sync Minutes - Network Security. Hi team, thanks for joining the call today. We discussed progress on API endpoint integration. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
255,"Subject: Collaboration Request for Final Year Project Project. Hi John, I saw your repository on GitHub and would love to collaborate on the UI wireframes review implementation.",email,0,legit_email
256,"Thanks for your help with debugging earlier, everything is working smoothly now.",sms,0,legit_sms
257,"Subject: Meeting Agenda: lunch. Dear all, please find attached the agenda for our upcoming lunch scheduled for this evening at the main auditorium.",email,0,legit_email
258,"Subject: Project Sync Minutes - Web Development. Hi team, thanks for joining the call today. We discussed progress on React frontend components. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
259,"Subject: Project Sync Minutes - Algorithms and Data Structures. Hi team, thanks for joining the call today. We discussed progress on MySQL database schema optimization. Please review the attached action items and let me know if you have any questions.",email,0,legit_email
260,"Subject: Meeting Agenda: dinner. Dear all, please find attached the agenda for our upcoming dinner scheduled for Thursday at noon at online via Google Meet.",email,0,legit_email
261,Subject: Schedule Update for Machine Learning. Please note that our next class session has been moved to Thursday at noon in Lab 3.,email,0,legit_email
